unique_key,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
8330429,HT564067,2011-10-28 05:05:00.000000 UTC,001XX N JEFFERSON ST,0313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,PARKING LOT/GARAGE(NON.RESID.),true,false,111,1,42,28,03,1172295.0,1901507.0,2011,2016-02-04 06:33:39.000000 UTC,41.885182294,-87.642757034,"(41.885182294, -87.642757034)"
4382503,HL677533,2005-10-16 11:57:14.000000 UTC,001XX N JEFFERSON ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,111,1,42,28,03,1172313.0,1900889.0,2005,2018-02-28 03:56:25.000000 UTC,41.883486065,-87.642709199,"(41.883486065, -87.642709199)"
10382226,HZ118472,2016-01-17 01:17:00.000000 UTC,0000X E LAKE ST,031A,ROBBERY,ARMED: HANDGUN,RESTAURANT,false,false,111,1,42,32,03,1176575.0,1901750.0,2016,2018-02-10 03:50:01.000000 UTC,41.885753511,-87.627032961,"(41.885753511, -87.627032961)"
10418666,HZ155446,2016-02-18 04:40:00.000000 UTC,001XX N MICHIGAN AVE,031A,ROBBERY,ARMED: HANDGUN,CONVENIENCE STORE,true,false,111,1,42,32,03,1177271.0,1901522.0,2016,2018-02-10 03:50:01.000000 UTC,41.885112119,-87.624484053,"(41.885112119, -87.624484053)"
2375767,HH681975,2002-09-30 10:10:00.000000 UTC,005XX W MADISON ST,031A,ROBBERY,ARMED: HANDGUN,STREET,false,false,111,1,42,28,03,1173039.0,1900311.0,2002,2018-02-28 03:56:25.000000 UTC,41.881883933,-87.640060441,"(41.881883933, -87.640060441)"
2299567,HH587034,2002-08-17 04:45:00.000000 UTC,003XX S CANAL ST,0320,ROBBERY,STRONGARM - NO WEAPON,STREET,false,false,111,1,2,28,03,1173189.0,1898797.0,2002,2018-02-28 03:56:25.000000 UTC,41.877726093,-87.639554589,"(41.877726093, -87.639554589)"
9914893,HY104370,2015-01-05 05:10:00.000000 UTC,0000X E LAKE ST,0320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,false,false,111,1,42,32,03,1176916.0,1901744.0,2015,2018-02-10 03:50:01.000000 UTC,41.885729338,-87.625780935,"(41.885729338, -87.625780935)"
10792635,HZ562595,2016-12-23 01:00:00.000000 UTC,0000X E LAKE ST,0320,ROBBERY,STRONGARM - NO WEAPON,CTA TRAIN,false,false,111,1,42,32,03,1176596.0,1901750.0,2016,2018-02-10 03:50:01.000000 UTC,41.885753037,-87.626955845,"(41.885753037, -87.626955845)"
12926802,JF511883,2022-12-15 05:01:00.000000 UTC,0000X E RANDOLPH ST,0320,ROBBERY,STRONG ARM - NO WEAPON,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,111,1,42,32,03,1177228.0,1901296.0,2022,2023-01-10 03:41:07.000000 UTC,41.884492937,-87.624648808,"(41.884492937, -87.624648808)"
12094732,JD283481,2020-07-02 02:20:00.000000 UTC,002XX N STATE ST,0320,ROBBERY,STRONG ARM - NO WEAPON,CTA TRAIN,false,false,111,1,42,32,03,1176327.0,1901797.0,2020,2020-07-09 03:49:14.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
9579669,HX229738,2014-04-19 04:16:00.000000 UTC,001XX N WABASH AVE,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,CTA PLATFORM,false,false,111,1,42,32,03,1176791.0,1901351.0,2014,2018-02-10 03:50:01.000000 UTC,41.884653752,-87.626251847,"(41.884653752, -87.626251847)"
11423517,JB401283,2018-08-20 11:47:00.000000 UTC,0000X E LAKE ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,111,1,42,32,04B,1176991.0,1901746.0,2018,2018-08-29 03:59:35.000000 UTC,41.885733129,-87.625505463,"(41.885733129, -87.625505463)"
7756800,HS565132,2010-10-15 04:00:00.000000 UTC,006XX W WASHINGTON BLVD,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,STREET,false,false,111,1,42,28,04B,1172041.0,1900771.0,2010,2018-02-10 03:50:01.000000 UTC,41.883168267,-87.643711477,"(41.883168267, -87.643711477)"
12562187,JE464175,2021-12-02 10:07:00.000000 UTC,001XX N STATE ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,CTA PLATFORM,false,false,111,1,42,32,04B,1176330.0,1901649.0,2021,2021-12-11 03:40:26.000000 UTC,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
11337775,JB287721,2018-06-01 12:55:00.000000 UTC,002XX N DEARBORN ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,SIDEWALK,false,false,111,1,42,32,04B,1175901.0,1901839.0,2018,2018-06-13 04:08:58.000000 UTC,41.886012928,-87.629505318,"(41.886012928, -87.629505318)"
12130956,JD326836,2020-08-10 04:54:00.000000 UTC,0000X W RANDOLPH ST,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SMALL RETAIL STORE,true,false,111,1,42,32,08B,1176235.0,1901286.0,2020,2020-08-17 03:41:32.000000 UTC,41.884487942,-87.628295495,"(41.884487942, -87.628295495)"
9825203,HX475389,2014-10-20 04:30:00.000000 UTC,001XX N STATE ST,0460,BATTERY,SIMPLE,CTA TRAIN,false,false,111,1,42,32,08B,1176330.0,1901649.0,2014,2018-02-10 03:50:01.000000 UTC,41.885481891,-87.627935689,"(41.885481891, -87.627935689)"
10807233,JA105853,2017-01-03 03:00:00.000000 UTC,0000X W LAKE ST,0460,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,42,32,08B,1176122.0,1901745.0,2017,2017-02-14 03:49:42.000000 UTC,41.88575001,-87.628696601,"(41.88575001, -87.628696601)"
4416497,HL710614,2005-11-02 09:25:00.000000 UTC,0000X S CANAL ST,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,true,false,111,1,2,28,08B,1173144.0,1900197.0,2005,2018-02-28 03:56:25.000000 UTC,41.881568781,-87.63967827,"(41.881568781, -87.63967827)"
1994591,HH196597,2002-02-19 04:30:00.000000 UTC,006XX W MADISON ST,0460,BATTERY,SIMPLE,SIDEWALK,false,true,111,1,,,08B,1172231.0,1900286.0,2002,2018-02-28 03:56:25.000000 UTC,41.881833204,-87.643028117,"(41.881833204, -87.643028117)"
12547115,JE452690,2021-11-21 02:00:00.000000 UTC,001XX N STATE ST,0460,BATTERY,SIMPLE,DEPARTMENT STORE,false,false,111,1,42,32,08B,1176352.0,1900927.0,2021,2021-11-28 03:45:56.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
12454338,JE339321,2021-08-16 01:36:00.000000 UTC,003XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,RESTAURANT,false,false,111,1,42,32,08B,1177242.0,1902518.0,2021,2021-08-23 03:41:28.000000 UTC,41.887845852,-87.624560336,"(41.887845852, -87.624560336)"
11624022,JC186667,2019-03-15 12:00:00.000000 UTC,001XX N STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,true,false,111,1,42,32,08B,1176332.0,1901600.0,2019,2019-03-22 04:21:33.000000 UTC,41.885347387,-87.627929824,"(41.885347387, -87.627929824)"
7964336,HT196472,2011-03-10 08:40:00.000000 UTC,005XX W MADISON ST,0460,BATTERY,SIMPLE,OTHER RAILROAD PROP / TRAIN DEPOT,false,false,111,1,42,28,08B,1173039.0,1900311.0,2011,2018-02-10 03:50:01.000000 UTC,41.881883933,-87.640060441,"(41.881883933, -87.640060441)"
12763750,JF320892,2022-07-17 11:30:00.000000 UTC,001XX N STATE ST,0460,BATTERY,SIMPLE,DEPARTMENT STORE,false,false,111,1,42,32,08B,1176352.0,1900927.0,2022,2023-01-03 03:40:27.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
8143539,HT377909,2011-07-03 03:45:00.000000 UTC,004XX W JACKSON BLVD,0460,BATTERY,SIMPLE,CTA PLATFORM,false,false,111,1,2,28,08B,1173639.0,1898924.0,2011,2018-02-10 03:50:01.000000 UTC,41.878064596,-87.637898541,"(41.878064596, -87.637898541)"
11285416,JB224147,2018-04-14 05:30:00.000000 UTC,001XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,111,1,42,32,08B,1177295.0,1900950.0,2018,2018-05-04 03:51:04.000000 UTC,41.883541976,-87.624413274,"(41.883541976, -87.624413274)"
11390022,JB362547,2018-07-23 10:00:00.000000 UTC,001XX N STATE ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,111,1,42,32,08B,1176338.0,1901346.0,2018,2018-07-30 03:52:24.000000 UTC,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
11675307,JC248454,2019-05-03 10:30:00.000000 UTC,0000X W WASHINGTON ST,0460,BATTERY,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,111,1,42,32,08B,1175800.0,1900817.0,2019,2019-05-10 04:20:42.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
11978296,JD144165,2020-01-27 10:00:00.000000 UTC,0000X E RANDOLPH ST,0460,BATTERY,SIMPLE,ATHLETIC CLUB,false,false,111,1,42,32,08B,1176904.0,1901295.0,2020,2020-02-14 03:40:03.000000 UTC,41.884497529,-87.625838595,"(41.884497529, -87.625838595)"
10267236,HY454514,2015-10-08 05:15:00.000000 UTC,001XX N STATE ST,0460,BATTERY,SIMPLE,DEPARTMENT STORE,true,false,111,1,42,32,08B,1176352.0,1900927.0,2015,2018-02-10 03:50:01.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
9290577,HW435632,2013-09-01 04:00:00.000000 UTC,002XX N STATE ST,0460,BATTERY,SIMPLE,HOTEL/MOTEL,false,false,111,1,42,32,08B,1176327.0,1901797.0,2013,2018-02-10 03:50:01.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
9384388,HW527704,2013-11-10 01:00:00.000000 UTC,002XX N STATE ST,0460,BATTERY,SIMPLE,HOTEL/MOTEL,true,false,111,1,42,32,08B,1176327.0,1901797.0,2013,2018-02-10 03:50:01.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
2365055,HH667831,2002-09-23 05:29:47.000000 UTC,006XX W MONROE ST,0460,BATTERY,SIMPLE,STREET,false,false,111,1,42,28,08B,,,2002,2015-08-17 03:03:40.000000 UTC,,,
12811944,JF377765,2022-08-31 02:40:00.000000 UTC,001XX N STATE ST,0460,BATTERY,SIMPLE,SCHOOL - PRIVATE BUILDING,false,false,111,1,42,32,08B,1176336.0,1901423.0,2022,2023-01-03 03:40:27.000000 UTC,41.8848616,-87.627920479,"(41.8848616, -87.627920479)"
12632730,JF162214,2022-03-03 04:45:00.000000 UTC,002XX N STATE ST,0460,BATTERY,SIMPLE,STREET,false,false,111,1,42,32,08B,1176320.0,1902078.0,2022,2023-01-03 03:40:27.000000 UTC,41.886659316,-87.627959462,"(41.886659316, -87.627959462)"
12876616,JF454555,2022-10-29 01:50:00.000000 UTC,0000X E RANDOLPH ST,0460,BATTERY,SIMPLE,STREET,false,false,111,1,42,32,08B,1176604.0,1901291.0,2022,2023-01-03 03:40:27.000000 UTC,41.884493335,-87.626940343,"(41.884493335, -87.626940343)"
11236385,JB159924,2018-02-21 08:20:00.000000 UTC,0000X E WACKER DR,0460,BATTERY,SIMPLE,STREET,false,false,111,1,42,32,08B,1176956.0,1902517.0,2018,2018-05-04 03:51:04.000000 UTC,41.887849586,-87.625610638,"(41.887849586, -87.625610638)"
11421029,JB402415,2018-08-21 09:30:00.000000 UTC,0000X E RANDOLPH ST,0460,BATTERY,SIMPLE,OTHER,false,false,111,1,42,32,08B,1177130.0,1901298.0,2018,2018-08-28 04:01:15.000000 UTC,41.884500646,-87.625008612,"(41.884500646, -87.625008612)"
5912489,HN709950,2007-11-16 02:45:00.000000 UTC,003XX S DESPLAINES ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,111,1,2,28,08B,1171987.0,1898575.0,2007,2018-02-28 03:56:25.000000 UTC,41.877143487,-87.643974538,"(41.877143487, -87.643974538)"
8349084,HT582141,2011-11-09 04:47:00.000000 UTC,004XX W ADAMS ST,0460,BATTERY,SIMPLE,SIDEWALK,false,false,111,1,2,28,08B,1173314.0,1899379.0,2011,2016-02-04 06:33:39.000000 UTC,41.879320365,-87.639078339,"(41.879320365, -87.639078339)"
9451877,HX105316,2014-01-04 09:45:00.000000 UTC,001XX N CLARK ST,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,false,false,111,1,42,32,08B,1175524.0,1900949.0,2014,2018-02-10 03:50:01.000000 UTC,41.883579194,-87.630916482,"(41.883579194, -87.630916482)"
11980268,JD150524,2020-02-13 02:00:00.000000 UTC,001XX N STATE ST,0460,BATTERY,SIMPLE,DEPARTMENT STORE,false,false,111,1,42,32,08B,1176352.0,1900927.0,2020,2020-02-20 03:42:07.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
11869906,JC483391,2019-10-23 12:30:00.000000 UTC,001XX N WABASH AVE,0460,BATTERY,SIMPLE,DEPARTMENT STORE,false,false,111,1,42,32,08B,1176799.0,1900994.0,2019,2019-10-30 03:41:04.000000 UTC,41.883673944,-87.626233272,"(41.883673944, -87.626233272)"
12047302,JD228494,2020-05-09 10:23:00.000000 UTC,001XX N MICHIGAN AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,111,1,42,32,08B,1177286.0,1901176.0,2020,2020-05-16 03:40:57.000000 UTC,41.884162337,-87.624439467,"(41.884162337, -87.624439467)"
10813209,JA112581,2017-01-10 01:00:00.000000 UTC,0000X E RANDOLPH ST,0460,BATTERY,SIMPLE,OTHER,false,false,111,1,42,32,08B,1176904.0,1901295.0,2017,2018-02-10 03:50:01.000000 UTC,41.884497529,-87.625838595,"(41.884497529, -87.625838595)"
2623410,HJ225808,2003-03-08 01:53:09.000000 UTC,004XX W JACKSON BLVD,0460,BATTERY,SIMPLE,OTHER,false,false,111,1,2,28,08B,1173380.0,1898918.0,2003,2018-02-28 03:56:25.000000 UTC,41.878053886,-87.638849697,"(41.878053886, -87.638849697)"
6844091,HR249694,2009-04-03 01:45:00.000000 UTC,002XX S CANAL ST,0460,BATTERY,SIMPLE,STREET,false,false,111,1,2,28,08B,1173178.0,1899203.0,2009,2018-02-28 03:56:25.000000 UTC,41.878840427,-87.639582928,"(41.878840427, -87.639582928)"
11227128,JB146985,2018-02-10 02:05:00.000000 UTC,002XX N STATE ST,0484,BATTERY,PRO EMP HANDS NO/MIN INJURY,HOTEL/MOTEL,false,false,111,1,42,32,08B,1176327.0,1901797.0,2018,2018-05-04 03:51:04.000000 UTC,41.885888079,-87.627942238,"(41.885888079, -87.627942238)"
2717588,HJ346484,2003-05-06 08:10:18.000000 UTC,007XX W JACKSON BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,true,true,111,1,2,28,08B,1171878.0,1898880.0,2003,2021-09-07 03:41:02.000000 UTC,41.87798283,-87.644365761,"(41.87798283, -87.644365761)"
10876840,JA185667,2017-03-13 10:30:00.000000 UTC,0000X W WASHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,true,111,1,42,32,08B,1175800.0,1900817.0,2017,2021-09-07 03:41:02.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
9139729,HW284756,2013-05-21 04:30:00.000000 UTC,001XX N STATE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,111,1,42,32,08B,1176338.0,1901346.0,2013,2018-02-10 03:50:01.000000 UTC,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
6813774,HR223299,2009-03-18 09:25:00.000000 UTC,001XX S JEFFERSON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,111,1,2,28,08B,1172352.0,1899646.0,2009,2016-02-04 06:33:39.000000 UTC,41.88007433,-87.642602726,"(41.88007433, -87.642602726)"
3730688,HK838331,2004-12-31 04:17:40.000000 UTC,005XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT/GARAGE(NON.RESID.),false,true,111,1,2,28,08B,1173053.0,1899838.0,2004,2018-02-28 03:56:25.000000 UTC,41.88058568,-87.640023065,"(41.88058568, -87.640023065)"
12117216,JD310687,2020-07-26 01:47:00.000000 UTC,0000X E LAKE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,111,1,42,32,08B,1176441.0,1901747.0,2020,2020-08-02 03:41:38.000000 UTC,41.885748304,-87.627525121,"(41.885748304, -87.627525121)"
12176446,JD379438,2020-09-25 10:05:00.000000 UTC,001XX N WABASH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,false,true,111,1,42,32,08B,1176785.0,1901619.0,2020,2020-10-02 03:43:10.000000 UTC,41.885389294,-87.626265771,"(41.885389294, -87.626265771)"
10678221,HZ430890,2016-09-12 12:41:00.000000 UTC,0000X W WASHINGTON ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,CTA STATION,false,true,111,1,42,32,08B,1175800.0,1900817.0,2016,2018-02-10 03:50:01.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
12931717,JF521267,2022-12-24 12:56:00.000000 UTC,0000X W WACKER DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,false,true,111,1,42,32,08B,1176210.0,1902134.0,2022,2023-01-03 03:40:27.000000 UTC,41.886815464,-87.628361716,"(41.886815464, -87.628361716)"
12319323,JE173919,2021-03-19 11:40:00.000000 UTC,002XX N GARLAND CT,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,false,true,111,1,42,32,08B,1177051.0,1901798.0,2021,2021-03-26 03:40:28.000000 UTC,41.885874461,-87.625283558,"(41.885874461, -87.625283558)"
12998253,JG171192,2023-03-02 10:00:00.000000 UTC,0000X E LAKE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,SIDEWALK,false,false,111,1,42,32,04A,1176585.0,1901750.0,2023,2023-08-19 03:40:26.000000 UTC,41.885753285,-87.626996239,"(41.885753285, -87.626996239)"
12598876,JF120610,2022-01-22 09:15:00.000000 UTC,001XX N STATE ST,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,false,false,111,1,42,32,04A,1176338.0,1901346.0,2022,2023-01-03 03:40:27.000000 UTC,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
10890869,JA201734,2017-03-26 09:33:00.000000 UTC,001XX N STATE ST,0557,ASSAULT,AGG PRO.EMP:KNIFE/CUTTING INST,SIDEWALK,true,false,111,1,42,32,04A,1176336.0,1901423.0,2017,2018-02-10 03:50:01.000000 UTC,41.8848616,-87.627920479,"(41.8848616, -87.627920479)"
2859285,HJ509574,2003-07-18 10:00:00.000000 UTC,005XX W JACKSON BLVD,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,true,false,111,1,2,28,08A,1172643.0,1898901.0,2003,2018-02-28 03:56:25.000000 UTC,41.87802357,-87.641556267,"(41.87802357, -87.641556267)"
10837472,JA139232,2017-02-02 02:00:00.000000 UTC,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,111,1,42,32,08A,1175800.0,1900817.0,2017,2017-02-14 03:49:42.000000 UTC,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
8951840,HW101033,2013-01-01 05:00:00.000000 UTC,0000X W LAKE ST,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,111,1,42,32,08A,1176066.0,1901744.0,2013,2018-02-10 03:50:01.000000 UTC,41.885748527,-87.628902273,"(41.885748527, -87.628902273)"
3490654,HK558811,2004-08-15 09:09:37.000000 UTC,005XX W MADISON ST,0560,ASSAULT,SIMPLE,OTHER,false,false,111,1,42,28,08A,1173039.0,1900311.0,2004,2018-02-28 03:56:25.000000 UTC,41.881883933,-87.640060441,"(41.881883933, -87.640060441)"
11189906,JA566068,2017-12-28 06:55:00.000000 UTC,001XX N MICHIGAN AVE,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,111,1,42,32,08A,1177270.0,1901551.0,2017,2018-05-04 03:51:04.000000 UTC,41.885191719,-87.624486846,"(41.885191719, -87.624486846)"
12778172,JF337940,2022-07-30 08:04:00.000000 UTC,001XX N WABASH AVE,0560,ASSAULT,SIMPLE,SIDEWALK,true,false,111,1,42,32,08A,1176790.0,1901377.0,2022,2023-01-03 03:40:27.000000 UTC,41.88472512,-87.626254732,"(41.88472512, -87.626254732)"
8167500,HT402785,2011-07-18 06:00:00.000000 UTC,002XX S CANAL ST,0560,ASSAULT,SIMPLE,SIDEWALK,false,false,111,1,2,28,08A,1173177.0,1899236.0,2011,2018-02-10 03:50:01.000000 UTC,41.878931004,-87.639585621,"(41.878931004, -87.639585621)"
11054981,JA391785,2017-08-15 10:05:00.000000 UTC,001XX N STATE ST,0560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,42,32,08A,1176338.0,1901346.0,2017,2018-02-10 03:50:01.000000 UTC,41.884650262,-87.627915459,"(41.884650262, -87.627915459)"
11603007,JC161120,2019-02-21 08:29:00.000000 UTC,0000X W RANDOLPH ST,0560,ASSAULT,SIMPLE,RESTAURANT,true,false,111,1,42,32,08A,1176046.0,1901283.0,2019,2019-02-28 04:10:11.000000 UTC,41.884483968,-87.628989611,"(41.884483968, -87.628989611)"
7307056,HS110989,2010-01-08 09:30:00.000000 UTC,003XX S DESPLAINES ST,0560,ASSAULT,SIMPLE,RESIDENCE PORCH/HALLWAY,false,false,111,1,2,28,08A,1171987.0,1898575.0,2010,2018-02-10 03:50:01.000000 UTC,41.877143487,-87.643974538,"(41.877143487, -87.643974538)"
12859923,JF435330,2022-10-15 10:03:00.000000 UTC,001XX N STATE ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,false,false,111,1,42,32,08A,1176352.0,1900918.0,2022,2023-01-03 03:40:27.000000 UTC,41.883475491,-87.627876969,"(41.883475491, -87.627876969)"
12847605,JF415900,2022-09-29 09:45:00.000000 UTC,002XX N WABASH AVE,0560,ASSAULT,SIMPLE,STREET,false,false,111,1,42,32,08A,1176777.0,1901797.0,2022,2023-01-03 03:40:27.000000 UTC,41.885877917,-87.626289762,"(41.885877917, -87.626289762)"
12884511,JF464820,2022-11-03 03:40:00.000000 UTC,001XX N STATE ST,0560,ASSAULT,SIMPLE,DEPARTMENT STORE,false,false,111,1,42,32,08A,1176352.0,1900927.0,2022,2023-01-03 03:40:27.000000 UTC,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
11438004,JB424351,2018-09-06 08:35:00.000000 UTC,002XX N MICHIGAN AVE,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,111,1,42,32,08A,1177258.0,1901852.0,2018,2018-09-13 04:02:18.000000 UTC,41.886017951,-87.624521781,"(41.886017951, -87.624521781)"
10544810,HZ290338,2016-06-02 12:40:00.000000 UTC,001XX N WABASH AVE,0560,ASSAULT,SIMPLE,RESTAURANT,true,false,111,1,42,32,08A,1176798.0,1901032.0,2016,2018-02-10 03:50:01.000000 UTC,41.883778241,-87.626235794,"(41.883778241, -87.626235794)"
12083475,JD270498,2020-06-20 03:15:00.000000 UTC,001XX N WABASH AVE,0560,ASSAULT,SIMPLE,RESTAURANT,false,false,111,1,42,32,08A,1176798.0,1901032.0,2020,2020-06-27 03:40:54.000000 UTC,41.883778241,-87.626235794,"(41.883778241, -87.626235794)"
2412171,HH719991,2002-10-17 11:59:04.000000 UTC,0000X S WACKER DR,0560,ASSAULT,SIMPLE,STREET,true,false,111,1,2,32,08A,1173874.0,1900074.0,2002,2018-02-28 03:56:25.000000 UTC,41.88121504,-87.637001425,"(41.88121504, -87.637001425)"
1994880,HH195897,2002-02-19 12:09:00.000000 UTC,0000X N CANAL ST,0560,ASSAULT,SIMPLE,STREET,false,false,111,1,,,08A,1173138.0,1900440.0,2002,2018-02-28 03:56:25.000000 UTC,41.882235722,-87.63969309,"(41.882235722, -87.63969309)"
7951545,HT183723,2011-02-28 10:39:00.000000 UTC,006XX W JACKSON BLVD,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,111,1,2,28,05,1172228.0,1898889.0,2011,2018-02-10 03:50:01.000000 UTC,41.87799981,-87.64308039,"(41.87799981, -87.64308039)"
8143411,HT377705,2011-07-02 11:56:00.000000 UTC,001XX S CLINTON ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,true,false,111,1,2,28,05,1172750.0,1899684.0,2011,2018-02-10 03:50:01.000000 UTC,41.880169806,-87.641140205,"(41.880169806, -87.641140205)"
6742082,HR159651,2009-02-07 09:00:00.000000 UTC,001XX S CLINTON ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,111,1,2,28,05,1172750.0,1899675.0,2009,2018-02-28 03:56:25.000000 UTC,41.880145109,-87.641140471,"(41.880145109, -87.641140471)"
5796162,HN606037,2007-09-22 12:00:00.000000 UTC,003XX S CANAL ST,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,111,1,2,28,05,1173189.0,1898773.0,2007,2018-02-28 03:56:25.000000 UTC,41.877660235,-87.639555302,"(41.877660235, -87.639555302)"
5016112,HM625605,2006-09-26 06:30:00.000000 UTC,002XX S WACKER DR,0610,BURGLARY,FORCIBLE ENTRY,CONSTRUCTION SITE,false,false,111,1,2,32,05,1173899.0,1899160.0,2006,2018-02-28 03:56:25.000000 UTC,41.87870641,-87.63693686,"(41.87870641, -87.63693686)"
10760155,HZ523433,2016-11-20 10:00:00.000000 UTC,0000X E RANDOLPH ST,0620,BURGLARY,UNLAWFUL ENTRY,RESTAURANT,false,false,111,1,42,32,05,1176919.0,1901295.0,2016,2018-02-10 03:50:01.000000 UTC,41.88449719,-87.625783514,"(41.88449719, -87.625783514)"
8178055,HT411723,2011-07-23 12:00:00.000000 UTC,007XX W JACKSON BLVD,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,111,1,2,28,05,1171693.0,1898875.0,2011,2018-02-10 03:50:01.000000 UTC,41.877973183,-87.645045179,"(41.877973183, -87.645045179)"
13089343,JG279783,2023-05-29 12:00:00.000000 UTC,002XX N DEARBORN ST,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,true,false,111,1,42,32,05,1175901.0,1901839.0,2023,2023-08-19 03:40:26.000000 UTC,41.886012928,-87.629505318,"(41.886012928, -87.629505318)"
3584392,HK673416,2004-10-08 01:36:00.000000 UTC,001XX N JEFFERSON ST,0630,BURGLARY,ATTEMPT FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,false,false,111,1,42,28,05,1172298.0,1901408.0,2004,2018-02-28 03:56:25.000000 UTC,41.884910565,-87.642748943,"(41.884910565, -87.642748943)"
1378917,G089800,2001-02-07 09:30:00.000000 UTC,005XX W MONROE ST,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),false,false,111,1,,,06,1172840.0,1899791.0,2001,2015-08-17 03:03:40.000000 UTC,41.880461428,-87.640806568,"(41.880461428, -87.640806568)"
1991273,HH191943,2002-02-17 09:00:00.000000 UTC,007XX W JACKSON BV,0810,THEFT,OVER $500,STREET,false,false,111,1,,,06,1171812.0,1898879.0,2002,2018-02-10 03:50:01.000000 UTC,41.877981539,-87.644608125,"(41.877981539, -87.644608125)"
